2025-07-19 12:25:05 [INFO]: IP: ::1 | GET /
2025-07-19 12:25:07 [INFO]: IP: ::1 | GET /uploads/banners/1750233789557-new-banner.jpg
2025-07-19 12:25:07 [INFO]: IP: ::1 | GET /uploads/banners/1750064540097-resizebanner2.jpg
2025-07-19 12:25:07 [INFO]: IP: ::1 | GET /uploads/news/1749798819503-1000379054.jpg
2025-07-19 12:25:07 [INFO]: IP: ::1 | GET /uploads/news/1749823866010-1000379201.png
2025-07-19 12:25:07 [INFO]: IP: ::1 | GET /uploads/news/1748606607196-1000369832.jpg
2025-07-19 12:25:08 [INFO]: IP: ::1 | GET /uploads/events/1752907036205-1000402149.jpg
2025-07-19 12:25:08 [INFO]: IP: ::1 | GET /uploads/visionaries/1752569316524-Director---Copy.JPG
2025-07-19 12:25:08 [WARN]: Suspicious request from ::1: GET /uploads/visionaries/1752569316524-Director---Copy.JPG
2025-07-19 12:26:57 [INFO]: IP: ::1 | GET /home
2025-07-19 12:26:58 [INFO]: IP: ::1 | GET /uploads/banners/1750233789557-new-banner.jpg
2025-07-19 12:26:59 [INFO]: IP: ::1 | GET /uploads/banners/1750064540097-resizebanner2.jpg
2025-07-19 12:26:59 [INFO]: IP: ::1 | GET /uploads/visionaries/1752569316524-Director---Copy.JPG
2025-07-19 12:26:59 [WARN]: Suspicious request from ::1: GET /uploads/visionaries/1752569316524-Director---Copy.JPG
2025-07-19 12:31:52 [INFO]: IP: ::1 | GET /home
2025-07-19 12:31:54 [INFO]: IP: undefined | GET /uploads/news/1749823866010-1000379201.png
2025-07-19 12:31:54 [INFO]: IP: undefined | GET /uploads/news/1749798819503-1000379054.jpg
2025-07-19 12:31:54 [INFO]: IP: undefined | GET /uploads/news/1748606607196-1000369832.jpg
2025-07-19 12:31:55 [INFO]: IP: ::1 | GET /uploads/banners/1750233789557-new-banner.jpg
2025-07-19 12:31:55 [INFO]: IP: ::1 | GET /uploads/banners/1750064540097-resizebanner2.jpg
2025-07-19 12:31:55 [INFO]: IP: ::1 | GET /uploads/visionaries/1752569316524-Director---Copy.JPG
2025-07-19 12:31:55 [WARN]: Suspicious request from ::1: GET /uploads/visionaries/1752569316524-Director---Copy.JPG
2025-07-19 12:31:57 [INFO]: IP: ::1 | GET /uploads/news/1749798819503-1000379054.jpg
2025-07-19 12:31:57 [INFO]: IP: ::1 | GET /uploads/news/1749823866010-1000379201.png
2025-07-19 12:31:57 [INFO]: IP: ::1 | GET /uploads/news/1748606607196-1000369832.jpg
2025-07-19 12:32:09 [INFO]: IP: ::1 | GET /admissions/new-admission
2025-07-19 12:32:11 [INFO]: IP: ::1 | GET /admissions/favicon.ico
2025-07-19 12:32:30 [INFO]: IP: ::1 | POST /post-new-admission
2025-07-19 12:33:55 [INFO]: IP: ::1 | POST /post-new-admission
2025-07-19 12:34:23 [INFO]: IP: ::1 | POST /post-new-admission
2025-07-19 12:36:12 [INFO]: IP: ::1 | GET /admissions/new-admission
2025-07-19 12:36:30 [INFO]: IP: ::1 | POST /post-new-admission
2025-07-19 12:36:30 [INFO]: IP: ::1 | GET /admissions/new-admission?submitted=true
2025-07-19 12:36:39 [INFO]: IP: ::1 | GET /admissions/new-admission
2025-07-19 12:36:55 [INFO]: IP: ::1 | GET /admissions/new-admission
2025-07-19 12:37:06 [INFO]: IP: ::1 | POST /post-new-admission
2025-07-19 12:38:31 [INFO]: IP: ::1 | GET /admissions/new-admission
2025-07-19 12:44:22 [INFO]: IP: ::1 | POST /post-new-admission
2025-07-19 12:44:22 [INFO]: IP: ::1 | GET /admissions/new-admission?submitted=true
2025-07-19 12:44:27 [INFO]: IP: ::1 | GET /admissions/new-admission
2025-07-19 12:44:38 [INFO]: IP: ::1 | POST /post-new-admission
2025-07-19 12:44:38 [INFO]: IP: ::1 | GET /admissions/new-admission?submitted=true
2025-07-19 12:45:17 [INFO]: IP: ::1 | GET /home
2025-07-19 12:45:18 [INFO]: IP: ::1 | GET /uploads/banners/1750233789557-new-banner.jpg
2025-07-19 12:45:18 [INFO]: IP: ::1 | GET /uploads/banners/1750064540097-resizebanner2.jpg
2025-07-19 12:45:19 [INFO]: IP: ::1 | GET /uploads/events/1752908681007-WhatsApp-Image-2025-07-19-at-11.31.33-AM.jpeg
2025-07-19 12:45:19 [INFO]: IP: ::1 | GET /uploads/visionaries/1752569316524-Director---Copy.JPG
2025-07-19 12:45:19 [WARN]: Suspicious request from ::1: GET /uploads/visionaries/1752569316524-Director---Copy.JPG
2025-07-19 12:45:23 [INFO]: IP: ::1 | GET /admissions/new-admission
2025-07-19 12:45:33 [INFO]: IP: ::1 | POST /post-new-admission
2025-07-19 12:45:33 [INFO]: IP: ::1 | GET /admissions/new-admission?submitted=true
2025-07-19 12:45:38 [INFO]: IP: ::1 | GET /admissions/new-admission
2025-07-19 12:45:48 [INFO]: IP: ::1 | POST /post-new-admission
2025-07-19 12:45:48 [INFO]: IP: ::1 | GET /admissions/new-admission?submitted=true
2025-07-19 12:49:09 [INFO]: IP: ::1 | GET /admissions/new-admission
2025-07-19 12:49:24 [INFO]: IP: ::1 | POST /post-new-admission
2025-07-19 12:49:24 [INFO]: IP: ::1 | GET /admissions/new-admission?submitted=true
2025-07-19 12:49:29 [INFO]: IP: ::1 | GET /admissions/new-admission
2025-07-19 12:49:41 [INFO]: IP: ::1 | POST /post-new-admission
2025-07-19 12:49:56 [INFO]: IP: ::1 | GET /post-new-admission
2025-07-19 12:51:49 [INFO]: IP: ::1 | GET /admissions/new-admission
2025-07-19 12:51:59 [INFO]: IP: ::1 | POST /post-new-admission
2025-07-19 12:51:59 [INFO]: IP: ::1 | GET /admissions/new-admission?submitted=true
2025-07-19 12:52:06 [INFO]: IP: ::1 | GET /admissions/new-admission
2025-07-19 12:52:14 [INFO]: IP: ::1 | POST /post-new-admission
2025-07-19 12:52:14 [INFO]: IP: ::1 | GET /admissions/new-admission?submitted=true
2025-07-19 12:52:20 [INFO]: IP: ::1 | GET /admissions/new-admission
2025-07-19 12:52:31 [INFO]: IP: ::1 | POST /post-new-admission
2025-07-19 12:52:31 [INFO]: IP: ::1 | GET /admissions/new-admission?submitted=true
2025-07-19 12:52:36 [INFO]: IP: ::1 | GET /admissions/new-admission
2025-07-19 12:52:45 [INFO]: IP: ::1 | POST /post-new-admission
2025-07-19 12:52:45 [INFO]: IP: ::1 | GET /admissions/new-admission?submitted=true
2025-07-19 12:52:52 [INFO]: IP: ::1 | GET /admissions/new-admission
2025-07-19 12:53:02 [INFO]: IP: ::1 | POST /post-new-admission
2025-07-19 12:53:02 [INFO]: IP: ::1 | GET /admissions/new-admission?submitted=true
2025-07-19 12:53:06 [INFO]: IP: ::1 | GET /admissions/new-admission
2025-07-19 12:53:14 [INFO]: IP: ::1 | POST /post-new-admission
2025-07-19 12:53:14 [INFO]: IP: ::1 | GET /admissions/new-admission?error=rate_limit
